City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
359,dikhil,11.5,42.1667,25.9,66,5,3.84,DJ,1712609350
360,twon-brass,4.3151,6.2418,28.58,75,97,3.59,NG,1712609350
361,kapa'a,22.0752,-159.319,25.99,72,40,6.17,US,1712609128
362,cangzhou,38.3167,116.8667,6.72,41,78,4.57,CN,1712609351
363,thunder bay,48.4001,-89.3168,3.99,93,100,6.69,CA,1712608612
364,benidorm,38.5382,-0.131,23.05,59,69,7.36,ES,1712609351
365,scalea,39.813,15.7956,18.69,59,10,2.23,IT,1712609351
366,kentville,45.0835,-64.4988,11.14,35,4,2.57,CA,1712609351
367,carqueiranne,43.0953,6.073,19.58,57,100,1.54,FR,1712609352
368,erenhot,43.6475,111.9767,7.23,58,86,2.83,CN,1712609352
369,acarau,-2.8856,-40.12,27.19,84,100,3.8,BR,1712609352
370,tullamore,53.2739,-7.4889,6.27,94,100,6.14,IE,1712609137
371,mesquite,32.7668,-96.5992,29.18,63,40,1.34,US,1712609296
372,sale,34.0389,-6.8166,17.38,77,75,1.54,MA,1712609353
373,talodi,10.6325,30.3797,30.79,10,93,2.95,SD,1712609353
374,new norfolk,-42.7826,147.0587,6.07,83,22,1.13,AU,1712608875
375,champerico,14.3,-91.9167,36.3,61,63,5.84,GT,1712609353
376,novodvinsk,64.4165,40.8122,-2.14,93,100,1.2,RU,1712609353
377,inderbor,48.55,51.7833,12.71,52,82,3.65,KZ,1712609354
378,ilhabela,-23.7781,-45.3581,24.07,91,100,1.93,BR,1712609354
379,traiguen,-38.25,-72.6833,11.69,85,100,2.72,CL,1712609229
380,hood river,45.7054,-121.5215,14.92,63,75,4.92,US,1712609354
381,sinan,34.8262,126.1086,10.06,83,0,8.69,KR,1712609354
382,lautoka,-17.6167,177.4667,25.92,83,75,1.03,FJ,1712609065
383,ajdabiya,30.7554,20.2263,17.14,53,0,7.87,LY,1712609355
384,fada,9.5667,8.3,29.19,42,97,1.01,NG,1712609355
385,sumenep,-7.0167,113.8667,25.78,90,74,1.62,ID,1712609355
386,selkirk,50.1436,-96.8845,11.72,56,99,1.34,CA,1712609355
387,birobidzhan,48.8,132.95,-2.32,52,100,2.8,RU,1712609356
388,kodiak,57.79,-152.4072,3.73,60,0,6.17,US,1712609356
389,vila velha,-20.3297,-40.2925,27.97,78,20,4.12,BR,1712609281
390,sabang,5.8933,95.3214,28.73,76,86,1.97,ID,1712609356
391,walvis bay,-22.9575,14.5053,17.53,82,2,4.63,NA,1712609356
392,hithadhoo,-0.6,73.0833,29.13,72,100,2.57,MV,1712609357
393,masaya sur,16.497,121.7456,22.77,87,34,1.1,PH,1712609357
394,machico,32.7,-16.7667,19.45,81,40,6.69,PT,1712609357
395,proletar,40.167,69.504,14.3,51,20,4.0,TJ,1712609357
396,berdigestyakh,62.0989,126.6992,-6.81,98,100,0.66,RU,1712609357
397,nyurba,63.2842,118.3319,-23.25,100,84,1.12,RU,1712609357
398,alva,56.1528,-3.8051,9.81,95,100,2.01,GB,1712609358
399,port blair,11.6667,92.75,26.5,81,37,2.3,IN,1712609358
400,sydney mines,46.2367,-60.2177,7.92,64,52,1.79,CA,1712609358
401,broken hill,-31.95,141.4333,10.96,67,3,9.38,AU,1712608828
402,minas,-34.3759,-55.2377,20.98,80,23,3.53,UY,1712609359
403,moldova noua,44.7375,21.6669,17.79,53,37,6.17,RO,1712609359
404,belmonte,-15.8631,-38.8828,26.27,81,34,3.35,BR,1712609359
405,valparaiso,-33.0393,-71.6273,24.52,68,20,4.12,CL,1712609318
406,myeik,12.4333,98.6,27.63,78,33,1.84,MM,1712609359
407,khanty-mansiysk,61.0042,69.0019,-3.94,93,40,0.0,RU,1712609360
408,abashiri,44.0213,144.2697,1.77,81,100,5.33,JP,1712609360
409,high springs,29.8269,-82.5968,27.71,52,100,0.89,US,1712609150
410,greymouth,-42.4667,171.2,13.24,80,100,2.69,NZ,1712609360
411,tsiombe,-25.3,45.4833,21.46,74,99,5.99,MG,1712609360
412,matoury,4.8483,-52.3317,29.98,70,20,5.14,GF,1712609361
413,hobyo,5.3505,48.5268,28.83,78,98,6.22,SO,1712609361
414,cockburn town,21.4612,-71.1419,24.28,72,78,9.0,TC,1712609345
415,dunedin,-45.8742,170.5036,14.33,85,39,1.34,NZ,1712609114
416,tianshui,34.5439,105.6897,12.68,65,100,1.23,CN,1712609361
417,amga,60.8953,131.9608,-13.15,100,100,1.23,RU,1712609362
418,tabou,4.423,-7.3528,28.29,81,85,2.97,CI,1712609362
419,teonthar,24.9833,81.65,24.98,47,0,3.27,IN,1712609362
420,kourou,5.1552,-52.6478,30.03,74,43,2.85,GF,1712609363
421,tsirang,27.0219,90.1229,16.16,53,40,2.68,BT,1712609363
422,senanga,-16.1167,23.2667,21.33,78,74,1.01,ZM,1712609363
423,hasaki,35.7333,140.8333,18.22,96,100,10.16,JP,1712609363
424,toliara,-23.35,43.6667,22.96,75,45,5.27,MG,1712608848
425,petropavlovsk-kamchatsky,53.0452,158.6483,2.47,82,75,2.0,RU,1712609364
426,callao,-12.0667,-77.15,26.16,65,0,5.14,PE,1712609364
427,skiathos,39.1623,23.4909,16.65,63,0,5.7,GR,1712609303
428,ciudad lazaro cardenas,17.9583,-102.2,28.01,57,6,5.23,MX,1712609364
429,novoishimskiy,53.1981,66.7694,4.39,91,100,3.91,KZ,1712609365
430,mount gambier,-37.8333,140.7667,11.66,64,100,3.3,AU,1712609365
431,namibe,-15.1961,12.1522,22.61,78,91,1.68,AO,1712609365
432,inhambane,-23.865,35.3833,23.19,83,98,2.84,MZ,1712608852
433,broome,42.2506,-75.833,16.06,42,100,2.57,US,1712609365
434,velyka bahachka,49.7912,33.7226,14.96,61,94,1.71,UA,1712609365
435,barcelos,41.5388,-8.6151,9.95,76,6,2.37,PT,1712609366
436,chonchi,-42.6128,-73.8092,11.73,64,86,2.44,CL,1712609297
437,saudarkrokur,65.7461,-19.6394,-2.99,88,59,3.83,IS,1712609366
438,presque isle,46.6811,-68.0159,12.92,18,0,4.12,US,1712609366
439,glace bay,46.1969,-59.957,6.82,66,59,2.68,CA,1712609366
440,axim,4.8699,-2.2405,28.36,82,95,3.78,GH,1712609367
441,terbanggi besar,-4.8667,105.2333,24.31,94,43,2.13,ID,1712609367
442,beloretsk,53.9631,58.3981,0.85,96,100,3.13,RU,1712609367
443,yeppoon,-23.1333,150.7333,17.88,76,0,2.67,AU,1712609367
444,sterlitamak,53.6246,55.9502,5.23,95,100,5.45,RU,1712609134
445,kikvidze,50.7416,43.0518,13.65,71,5,2.62,RU,1712609368
446,grants,35.1473,-107.8514,11.13,15,0,3.6,US,1712609368
447,kasane,-17.8167,25.15,19.63,84,86,1.31,BW,1712609368
448,tazovsky,67.4667,78.7,-19.43,97,24,4.17,RU,1712609368
449,coahuayana de hidalgo,18.7,-103.6583,30.42,44,25,3.47,MX,1712609369
450,takeo,10.9167,104.8333,28.56,69,91,2.47,KH,1712609369
451,breves,-1.6822,-50.4803,25.88,93,100,1.73,BR,1712609369
452,amol,36.4696,52.3507,10.47,92,15,1.11,IR,1712609369
453,naze,28.3667,129.4833,18.51,89,76,5.93,JP,1712609369
454,north bay,46.3168,-79.4663,17.01,27,75,3.6,CA,1712608772
455,dongsheng,39.8161,109.9776,8.46,56,100,3.66,CN,1712609370
456,novi ligure,44.7608,8.7896,16.71,56,84,2.72,IT,1712609370
457,gonabad,34.3529,58.6837,16.65,34,48,4.43,IR,1712609370
458,mashi,12.9784,7.9529,31.66,13,100,2.66,NG,1712609370
459,sandnessjoen,66.0217,12.6316,8.06,76,75,6.69,NO,1712609371
460,aguas formosas,-17.0822,-40.9358,23.43,77,47,1.65,BR,1712609371
461,sao vicente,-23.9631,-46.3919,29.1,59,100,2.06,BR,1712609250
462,copala,16.65,-98.9833,29.19,58,25,5.21,MX,1712609176
463,waddan,29.1614,16.139,19.59,44,3,6.46,LY,1712609371
464,merizo village,13.2658,144.6691,26.85,86,14,7.3,GU,1712609371
465,troitskoye,52.9821,84.6757,7.67,81,97,3.78,RU,1712609372
466,magole,-6.3667,37.3667,21.52,96,99,0.75,TZ,1712609372
467,grand falls-windsor,48.9332,-55.6649,0.28,73,36,0.89,CA,1712608812
468,ondjiva,-17.0667,15.7333,25.02,57,97,0.51,AO,1712609372
469,antofagasta,-23.65,-70.4,19.6,81,7,3.77,CL,1712609200
470,jianshui,23.6363,102.8264,19.08,66,0,1.39,CN,1712609373
471,susuman,62.7833,148.1667,-13.34,97,100,1.34,RU,1712609373
472,zakynthos,37.7914,20.8953,13.68,69,0,5.4,GR,1712609373
473,trinidad,-14.8333,-64.9,31.99,70,75,2.57,BO,1712609373
474,baie-comeau,49.2168,-68.1489,9.82,32,0,3.09,CA,1712609374
475,tenkodogo,11.78,-0.3697,34.39,31,51,3.86,BF,1712609374
476,richards bay,-28.783,32.0377,20.48,88,99,6.31,ZA,1712609374
477,libertad,8.9442,125.5019,21.68,93,82,2.13,PH,1712609374
478,kavieng,-2.5744,150.7967,27.74,81,94,3.66,PG,1712609374
479,polovinnoye,54.7914,65.9864,2.57,80,100,3.19,RU,1712609375
480,kyzyl,51.7,94.45,7.23,75,27,1.79,RU,1712609375
481,banda aceh,5.5577,95.3222,26.92,79,22,2.52,ID,1712608838
482,colesberg,-30.72,25.0972,12.71,53,33,2.37,ZA,1712608873
483,timbuktu,16.7735,-3.0074,33.31,21,39,4.53,ML,1712609375
484,nampa,43.5407,-116.5635,14.21,44,20,3.6,US,1712609317
485,alaghsas,17.0187,8.0168,32.41,10,100,4.16,NE,1712609376
486,tarakan,3.3,117.6333,26.72,94,75,1.54,ID,1712609358
487,oranjemund,-28.55,16.4333,15.02,87,34,0.81,NA,1712609376
488,island harbour,50.724,-1.2758,11.07,85,85,4.47,GB,1712608844
489,fray luis beltran,-39.3167,-65.7667,26.59,27,100,7.93,AR,1712609376
490,bodaybo,57.8506,114.1933,-7.11,90,99,2.11,RU,1712609376
491,ntui,4.45,11.6333,22.29,95,64,0.72,CM,1712609377
492,colby,39.3958,-101.0524,18.33,21,40,9.26,US,1712609377
493,ixtapa,20.7,-105.2,31.93,35,14,4.47,MX,1712609377
494,kamojimacho-jogejima,34.0667,134.35,15.9,99,100,4.44,JP,1712609377
495,watampone,-4.5386,120.3279,24.53,97,100,1.04,ID,1712609377
496,togur,58.3631,82.8265,-1.03,82,95,3.13,RU,1712609378
497,makhambet,47.6667,51.5833,11.86,58,44,3.92,KZ,1712609378
498,ad dilam,23.9915,47.1627,23.23,57,100,6.73,SA,1712609378
499,kontagora,10.3999,5.4695,33.81,27,100,0.6,NG,1712609378
500,as sulayyil,20.4607,45.5779,25.14,46,100,6.71,SA,1712609379
501,brisas de zicatela,15.8369,-97.0419,29.6,62,13,4.14,MX,1712609379
502,papao,-17.75,-149.55,30.82,80,73,6.67,PF,1712609379
503,am timan,11.0297,20.2827,33.4,30,88,2.61,TD,1712609379
504,pucon,-39.2822,-71.9543,13.71,100,100,1.85,CL,1712609277
505,america dourada,-11.4553,-41.4361,24.71,68,73,3.88,BR,1712609379
506,bamboo flat,11.7,92.7167,25.96,82,28,2.15,IN,1712609380
507,taltal,-25.4,-70.4833,19.5,75,28,3.12,CL,1712608821
508,nuevo laredo,27.4763,-99.5164,29.15,61,75,4.63,MX,1712609312
509,port douglas,-16.4833,145.4667,26.13,75,100,0.8,AU,1712609380
510,shalqar,47.8333,59.6,6.73,70,15,4.01,KZ,1712609381
511,kavarna,43.4333,28.3333,12.54,68,1,4.18,BG,1712608857
512,minas de marcona,-15.2119,-75.1103,21.02,65,21,7.39,PE,1712609381
513,santana,-0.0583,-51.1817,30.1,74,20,3.6,BR,1712609381
514,sisimiut,66.9395,-53.6735,-5.07,79,67,3.44,GL,1712608810
515,yakeshi,49.2833,120.7333,-15.24,91,13,1.37,CN,1712609381
516,abepura,-2.6333,140.5833,23.45,100,75,2.06,ID,1712609382
517,bakal,54.9417,58.8083,0.86,98,100,3.77,RU,1712609382
518,taroa,8.7058,171.2275,27.17,84,96,11.14,MH,1712609382
519,barmer,25.75,71.3833,27.63,19,83,5.1,IN,1712609382
520,san luis de la loma,17.2706,-100.8939,29.87,52,2,4.79,MX,1712608848
521,aykhal,66.0,111.5,-11.24,79,78,7.23,RU,1712609383
522,surgut,61.25,73.4167,-0.9,95,75,8.05,RU,1712609356
523,visakhapatnam,17.69,83.2093,27.17,68,0,1.21,IN,1712609383
524,sonqor,34.7837,47.6004,11.61,63,0,1.76,IR,1712609383
525,terrace,54.5163,-128.6035,4.95,93,100,5.14,CA,1712609262
526,luchegorsk,46.4764,134.2569,-3.05,49,0,3.57,RU,1712609383
527,port colborne,42.9001,-79.2329,16.65,61,96,1.12,CA,1712609297
528,kokstad,-30.5472,29.4241,13.52,94,76,1.52,ZA,1712609384
529,suzemka,52.3178,34.0689,13.18,74,100,2.75,RU,1712609384
530,kenzhe,43.5017,43.5572,8.44,76,100,2.0,RU,1712609384
531,alofi,-19.0595,-169.9187,26.89,83,95,10.0,NU,1712608834
532,kwang binh,17.4833,106.6,23.79,93,26,1.21,VN,1712609384
533,gazojak,41.1875,61.4036,14.11,44,96,7.25,TM,1712609339
534,feicheng,35.2606,117.9675,10.91,53,60,1.39,CN,1712609385
535,linkou,45.3,130.2833,-5.05,37,0,1.53,CN,1712609385
536,tralee,52.2704,-9.7026,6.63,78,100,9.22,IE,1712608821
537,ust'-ordynskiy,52.805,104.7508,0.74,81,15,1.0,RU,1712609385
538,palu,-0.8917,119.8707,24.84,98,100,1.67,ID,1712609385
539,harper,4.375,-7.7169,28.12,82,91,3.06,LR,1712609386
540,ingeniero luis a. huergo,-39.0833,-67.2333,27.16,15,97,11.72,AR,1712609386
541,kikwit,-5.041,18.8162,22.56,97,100,0.87,CD,1712609386
542,pandan,14.0453,124.1694,25.33,91,43,2.78,PH,1712609386
543,bikenibeu village,1.3673,173.1241,28.98,84,75,4.63,KI,1712609386
544,gobabis,-22.45,18.9667,16.76,23,0,4.71,NA,1712609387
545,alta,69.9689,23.2717,-0.41,79,75,3.09,NO,1712609387
546,muana,-1.5283,-49.2167,26.13,92,100,1.89,BR,1712609387
547,warmbad,-28.45,18.7333,13.87,73,8,4.62,NA,1712609387
548,pueblo,38.2545,-104.6091,17.49,22,40,6.17,US,1712609332
549,kaka,37.3482,59.6143,19.66,34,100,3.1,TM,1712609340
550,fort st. john,56.2499,-120.8529,7.94,42,75,7.72,CA,1712609105
551,taroudant,30.4703,-8.877,18.62,61,14,1.99,MA,1712609388
552,san julian,21.0167,-102.1667,29.82,8,11,9.1,MX,1712609177
553,saint-joseph,-21.3667,55.6167,23.21,85,49,2.65,RE,1712609388
554,nizhnesortymskiy,62.4397,71.7603,-5.26,96,100,4.1,RU,1712609389
555,remire-montjoly,4.9167,-52.2667,30.02,70,20,5.14,GF,1712609389
556,harstad,68.799,16.5293,3.78,97,100,3.13,NO,1712609389
557,aljezur,37.3191,-8.8033,12.68,73,0,6.96,PT,1712609389
558,dodge city,37.7528,-100.0171,18.47,25,0,3.09,US,1712609389
559,posto fiscal rolim de moura,-13.0833,-62.2667,28.49,81,76,0.12,BR,1712609390
560,fort mcmurray,56.7268,-111.381,15.77,25,0,3.09,CA,1712609390
561,ardabil,38.2498,48.2933,4.75,93,100,5.14,IR,1712609390
562,praya,14.9215,-23.5087,22.3,73,20,10.8,CV,1712609390
563,arkadak,51.9326,43.4978,11.71,81,50,2.95,RU,1712609390
564,khadan khak,30.7477,67.7085,16.16,22,98,2.54,PK,1712609390
565,port augusta,-32.5,137.7667,13.58,55,7,5.89,AU,1712608869
566,zapadnaya dvina,56.259,32.0745,11.48,84,100,1.27,RU,1712609391
567,fonte boa,-2.4959,-66.2662,30.83,66,100,1.4,BR,1712609391
568,east london,-33.0153,27.9116,20.34,83,84,3.7,ZA,1712609108
569,kawambwa,-9.7915,29.0791,17.89,99,100,1.25,ZM,1712609391
570,guerrero negro,27.9769,-114.0611,16.44,57,100,9.83,MX,1712609177
571,tabuk,17.4189,121.4443,22.82,92,24,0.6,PH,1712609392
572,nikolayevsk-on-amure,53.1406,140.73,-3.77,93,100,0.89,RU,1712608862
573,padang,-0.9492,100.3543,26.03,85,98,1.91,ID,1712609374
574,yoloten,37.2989,62.3597,19.96,30,100,6.07,TM,1712609392
575,rye,40.9807,-73.6837,19.29,30,75,1.34,US,1712609363
576,malmberget,67.1753,20.6549,-2.69,100,100,2.06,SE,1712609392
577,saint-pierre,-21.3393,55.4781,23.82,73,0,2.57,RE,1712609393
578,rikaze,29.25,88.8833,4.35,30,99,1.6,CN,1712609393
579,qarauyl,48.9451,79.255,10.03,80,100,8.94,KZ,1712609393
580,ebon,4.582,168.6964,27.79,83,100,9.34,MH,1712609393
581,touros,-5.1989,-35.4608,25.89,89,100,2.84,BR,1712609393
582,laguna,38.421,-121.4238,22.4,32,0,5.66,US,1712609393
583,tsengel,49.4783,100.8894,5.9,72,100,0.98,MN,1712609394
584,karratha,-20.7377,116.8463,27.05,38,94,7.71,AU,1712609245
585,cozumel,20.5083,-86.9458,29.41,70,33,5.09,MX,1712609289
586,palestina,31.9216,35.2033,12.74,84,100,2.42,PS,1712609394
587,kushiro,42.975,144.3747,7.53,100,100,1.54,JP,1712609394
588,ar rutbah,33.0381,40.2848,20.35,26,1,4.71,IQ,1712609394
589,plesetsk,62.708,40.2916,-0.09,99,100,1.13,RU,1712609395
590,conception bay south,47.4999,-52.9981,-0.15,92,100,8.46,CA,1712609395
591,divnogorsk,55.9594,92.3619,0.97,91,92,1.73,RU,1712609334
592,hirara,24.8,125.2833,21.15,94,100,7.2,JP,1712609395
593,kyzyl-suu,42.3414,78.0056,6.13,42,43,3.65,KG,1712609395
594,al kharijah,25.4514,30.5464,21.57,19,0,3.66,EG,1712609395
595,sao joao da barra,-21.6403,-41.0511,28.05,82,77,4.05,BR,1712609212
596,janeng,-25.4167,25.55,16.19,93,47,4.99,BW,1712609396
597,whangarei,-35.7317,174.3239,18.74,81,42,2.52,NZ,1712609252
598,santa ana,33.7456,-117.8678,23.85,49,20,3.09,US,1712609397
599,rio grande,-32.035,-52.0986,25.06,82,95,2.78,BR,1712609397
600,dolzhanskaya,46.6311,37.8039,13.48,62,76,3.38,RU,1712609397
601,cotonou,6.3654,2.4183,27.99,83,40,2.57,BJ,1712609252
602,fuerte olimpo,-21.0415,-57.8738,30.21,64,100,1.23,PY,1712609397
603,marshall,34.3834,-86.3333,25.17,46,40,3.13,US,1712609398
604,qiancheng,27.185,109.7654,15.53,88,99,1.33,CN,1712609398
605,rehoboth,-23.3167,17.0833,14.87,42,0,2.89,NA,1712609398
